num;parish;parishno;tape_id;birthyear;gender;year;dialect;sg;voi;boundary;token;dur;pal;height;backness;bkn2l;rdness;stop;str;long;lat;rec_age
1765;Brovst;1283;1262;1896;male;1975;N;possg;;;koe2;19.8;negpal;low;central;nbk;negrd;k;str;9.522159;57.096451;79
1766;Brovst;1283;1262;1896;male;1975;N;possg;;;kx1;49.7;negpal;mid;central;nbk;negrd;k;negstr;9.522159;57.096451;79
1767;Brovst;1283;1262;1896;male;1975;N;possg;;;ko1;34.3;negpal;mid;back;bk;rd;k;negstr;9.522159;57.096451;79
1768;Brovst;1283;1262;1896;male;1975;N;possg;;;ko1;15.6;negpal;mid;back;bk;rd;k;negstr;9.522159;57.096451;79
1769;Brovst;1283;1262;1896;male;1975;N;possg;;;ka2;21.4;negpal;low;front;nbk;negrd;k;str;9.522159;57.096451;79
1770;Brovst;1283;1262;1896;male;1975;N;possg;;;pi1;24.8;negpal;high;front;nbk;negrd;p;negstr;9.522159;57.096451;79
1771;Brovst;1283;1262;1896;male;1975;N;possg;;;på1;40.1;negpal;mid;back;bk;rd;p;negstr;9.522159;57.096451;79
1772;Brovst;1283;1262;1896;male;1975;N;possg;;;koe1;26.8;negpal;low;central;nbk;negrd;k;negstr;9.522159;57.096451;79
1773;Brovst;1283;1262;1896;male;1975;N;possg;;;koe2;41.2;negpal;low;central;nbk;negrd;k;str;9.522159;57.096451;79
1774;Brovst;1283;1262;1896;male;1975;N;possg;;;ko1;27.1;negpal;mid;back;bk;rd;k;negstr;9.522159;57.096451;79
1775;Brovst;1283;1262;1896;male;1975;N;possg;;;ko1;41.4;negpal;mid;back;bk;rd;k;negstr;9.522159;57.096451;79
1776;Brovst;1283;1262;1896;male;1975;N;possg;;;koe1;42.6;negpal;low;central;nbk;negrd;k;negstr;9.522159;57.096451;79
1777;Brovst;1283;1262;1896;male;1975;N;possg;;;te1;36.7;negpal;high;front;nbk;negrd;t;negstr;9.522159;57.096451;79
1778;Brovst;1283;1262;1896;male;1975;N;possg;;;tar2;96.7;negpal;low;central;nbk;negrd;t;str;9.522159;57.096451;79
1779;Brovst;1283;1262;1896;male;1975;N;possg;;;ka1;27.4;negpal;low;front;nbk;negrd;k;negstr;9.522159;57.096451;79
1780;Brovst;1283;1262;1896;male;1975;N;possg;;;te1;29.4;negpal;high;front;nbk;negrd;t;negstr;9.522159;57.096451;79
1781;Brovst;1283;1262;1896;male;1975;N;possg;;;ka1;24.3;negpal;low;front;nbk;negrd;k;negstr;9.522159;57.096451;79
1782;Brovst;1283;1262;1896;male;1975;N;possg;;;ka1;26.6;negpal;low;front;nbk;negrd;k;negstr;9.522159;57.096451;79
1783;Brovst;1283;1262;1896;male;1975;N;possg;;;tx1;17.5;negpal;mid;central;nbk;negrd;t;negstr;9.522159;57.096451;79
1784;Brovst;1283;1262;1896;male;1975;N;possg;;;te1;21.6;negpal;high;front;nbk;negrd;t;negstr;9.522159;57.096451;79
1785;Brovst;1283;1262;1896;male;1975;N;possg;;;ko2;32.3;negpal;mid;back;bk;rd;k;str;9.522159;57.096451;79
1786;Brovst;1283;1262;1896;male;1975;N;possg;;;kx1;24.3;negpal;mid;central;nbk;negrd;k;negstr;9.522159;57.096451;79
1787;Brovst;1283;1262;1896;male;1975;N;possg;;;te2;19.8;negpal;high;front;nbk;negrd;t;str;9.522159;57.096451;79
1788;Brovst;1283;1262;1896;male;1975;N;possg;;;tx1;22.2;negpal;mid;central;nbk;negrd;t;negstr;9.522159;57.096451;79
1789;Brovst;1283;1262;1896;male;1975;N;possg;;;ka1;39;negpal;low;front;nbk;negrd;k;negstr;9.522159;57.096451;79
1790;Brovst;1283;1262;1896;male;1975;N;possg;;;ka1;37.8;negpal;low;front;nbk;negrd;k;negstr;9.522159;57.096451;79
1791;Brovst;1283;1262;1896;male;1975;N;possg;;;tx1;21.9;negpal;mid;central;nbk;negrd;t;negstr;9.522159;57.096451;79
1792;Brovst;1283;1262;1896;male;1975;N;possg;;;pa1;25.5;negpal;low;front;nbk;negrd;p;negstr;9.522159;57.096451;79
1793;Brovst;1283;1262;1896;male;1975;N;possg;;;på1;48.2;negpal;mid;back;bk;rd;p;negstr;9.522159;57.096451;79
1794;Brovst;1283;1262;1896;male;1975;N;possg;;;pa1;24.2;negpal;low;front;nbk;negrd;p;negstr;9.522159;57.096451;79
1795;Brovst;1283;1262;1896;male;1975;N;possg;;;ka1;67.4;negpal;low;front;nbk;negrd;k;negstr;9.522159;57.096451;79
1796;Brovst;1283;1262;1896;male;1975;N;possg;;;pe2;34.3;negpal;high;front;nbk;negrd;p;str;9.522159;57.096451;79
1797;Brovst;1283;1262;1896;male;1975;N;possg;;;på1;27.9;negpal;mid;back;bk;rd;p;negstr;9.522159;57.096451;79
1798;Brovst;1283;1262;1896;male;1975;N;possg;;;kjø2;61.4;pal;mid;front;nbk;rd;k;str;9.522159;57.096451;79
1799;Brovst;1283;1262;1896;male;1975;N;possg;;;pæ2;42.2;negpal;mid;front;nbk;negrd;p;str;9.522159;57.096451;79
1800;Brovst;1283;1262;1896;male;1975;N;possg;;;ka1;21.9;negpal;low;front;nbk;negrd;k;negstr;9.522159;57.096451;79
1801;Brovst;1283;1262;1896;male;1975;N;possg;;;pe1;43.4;negpal;high;front;nbk;negrd;p;negstr;9.522159;57.096451;79
1802;Brovst;1283;1262;1896;male;1975;N;possg;;;ku1;11.1;negpal;high;back;bk;rd;k;negstr;9.522159;57.096451;79
1803;Brovst;1283;1262;1896;male;1975;N;possg;;;ko1;30.2;negpal;mid;back;bk;rd;k;negstr;9.522159;57.096451;79
1804;Brovst;1283;1262;1896;male;1975;N;possg;;;ku1;68;negpal;high;back;bk;rd;k;negstr;9.522159;57.096451;79
1805;Brovst;1283;1262;1896;male;1975;N;possg;;;pa2;41.4;negpal;low;front;nbk;negrd;p;str;9.522159;57.096451;79
1806;Brovst;1283;1262;1896;male;1975;N;possg;;;på1;6;negpal;mid;back;bk;rd;p;negstr;9.522159;57.096451;79
1807;Brovst;1283;1262;1896;male;1975;N;possg;;;kå2;63.1;negpal;mid;back;bk;rd;k;str;9.522159;57.096451;79
1808;Brovst;1283;1262;1896;male;1975;N;possg;;;koe1;29.7;negpal;low;central;nbk;negrd;k;negstr;9.522159;57.096451;79
1809;Brovst;1283;1262;1896;male;1975;N;possg;;;pa1;13;negpal;low;front;nbk;negrd;p;negstr;9.522159;57.096451;79
1810;Brovst;1283;1262;1896;male;1975;N;possg;;;te2;18.6;negpal;high;front;nbk;negrd;t;str;9.522159;57.096451;79
1811;Brovst;1283;1262;1896;male;1975;N;possg;;;tx1;22.5;negpal;mid;central;nbk;negrd;t;negstr;9.522159;57.096451;79
1812;Brovst;1283;1262;1896;male;1975;N;possg;;;koe1;31.7;negpal;low;central;nbk;negrd;k;negstr;9.522159;57.096451;79
1813;Brøns;3087;972;1901;female;1974;Søn;negsg;;;dar1;18;negpal;low;central;nbk;negrd;d;negstr;8.726126;55.193408;73
1814;Brøns;3087;972;1901;female;1974;Søn;negsg;;;bør1;13.4;negpal;low;front;nbk;rd;b;negstr;8.726126;55.193408;73
1815;Brøns;3087;972;1901;female;1974;Søn;negsg;;;bar2;8.9;negpal;low;central;nbk;negrd;b;str;8.726126;55.193408;73
1816;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gar1;19.5;negpal;low;central;nbk;negrd;g;negstr;8.726126;55.193408;73
1817;Brøns;3087;972;1901;female;1974;Søn;negsg;;;bar2;5.2;negpal;low;central;nbk;negrd;b;str;8.726126;55.193408;73
1818;Brøns;3087;972;1901;female;1974;Søn;negsg;;;dar1;9.9;negpal;low;central;nbk;negrd;d;negstr;8.726126;55.193408;73
1819;Brøns;3087;972;1901;female;1974;Søn;negsg;;y;da1;20.5;negpal;low;front;nbk;negrd;d;negstr;8.726126;55.193408;73
1820;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gja1;26.5;pal;low;front;nbk;negrd;g;negstr;8.726126;55.193408;73
1821;Brøns;3087;972;1901;female;1974;Søn;negsg;;;ba2;15.2;negpal;low;front;nbk;negrd;b;str;8.726126;55.193408;73
1822;Brøns;3087;972;1901;female;1974;Søn;negsg;;;bar2;7.2;negpal;low;central;nbk;negrd;b;str;8.726126;55.193408;73
1823;Brøns;3087;972;1901;female;1974;Søn;negsg;;;ba2;34.7;negpal;low;front;nbk;negrd;b;str;8.726126;55.193408;73
1824;Brøns;3087;972;1901;female;1974;Søn;negsg;voi;y;bar1;6.5;negpal;low;central;nbk;negrd;b;negstr;8.726126;55.193408;73
1825;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gar1;13.4;negpal;low;central;nbk;negrd;g;negstr;8.726126;55.193408;73
1826;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gar1;23.7;negpal;low;central;nbk;negrd;g;negstr;8.726126;55.193408;73
1827;Brøns;3087;972;1901;female;1974;Søn;negsg;;;bar1;7.9;negpal;low;central;nbk;negrd;b;negstr;8.726126;55.193408;73
1828;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gja2;31;pal;low;front;nbk;negrd;g;str;8.726126;55.193408;73
1829;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gja1;16.3;pal;low;front;nbk;negrd;g;negstr;8.726126;55.193408;73
1830;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gja1;14.6;pal;low;front;nbk;negrd;g;negstr;8.726126;55.193408;73
1831;Brøns;3087;972;1901;female;1974;Søn;negsg;;;dæ2;19.4;negpal;mid;front;nbk;negrd;d;str;8.726126;55.193408;73
1832;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gar1;20.5;negpal;low;central;nbk;negrd;g;negstr;8.726126;55.193408;73
1833;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gja1;18.5;pal;low;front;nbk;negrd;g;negstr;8.726126;55.193408;73
1834;Brøns;3087;972;1901;female;1974;Søn;negsg;;y;da1;19;negpal;low;front;nbk;negrd;d;negstr;8.726126;55.193408;73
1835;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gæ2;14.6;negpal;mid;front;nbk;negrd;g;str;8.726126;55.193408;73
1836;Brøns;3087;972;1901;female;1974;Søn;negsg;;;ga1;24.4;negpal;low;front;nbk;negrd;g;negstr;8.726126;55.193408;73
1837;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gja1;22.3;pal;low;front;nbk;negrd;g;negstr;8.726126;55.193408;73
1838;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gjæ2;21.6;pal;mid;front;nbk;negrd;g;str;8.726126;55.193408;73
1839;Brøns;3087;972;1901;female;1974;Søn;negsg;;;ge1;14.4;negpal;high;front;nbk;negrd;g;negstr;8.726126;55.193408;73
1840;Brøns;3087;972;1901;female;1974;Søn;negsg;;;ba2;4;negpal;low;front;nbk;negrd;b;str;8.726126;55.193408;73
1841;Brøns;3087;972;1901;female;1974;Søn;negsg;;y;gi2;20.5;negpal;high;front;nbk;negrd;g;str;8.726126;55.193408;73
1842;Brøns;3087;972;1901;female;1974;Søn;negsg;;;dx1;27.2;negpal;mid;central;nbk;negrd;d;negstr;8.726126;55.193408;73
1843;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gar2;7.8;negpal;low;central;nbk;negrd;g;str;8.726126;55.193408;73
1844;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gæ1;11.6;negpal;mid;front;nbk;negrd;g;negstr;8.726126;55.193408;73
1845;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gja1;65.3;pal;low;front;nbk;negrd;g;negstr;8.726126;55.193408;73
1846;Brøns;3087;972;1901;female;1974;Søn;negsg;;;go1;9.7;negpal;mid;back;bk;rd;g;negstr;8.726126;55.193408;73
1847;Brøns;3087;972;1901;female;1974;Søn;negsg;;;bar2;15.1;negpal;low;central;nbk;negrd;b;str;8.726126;55.193408;73
1848;Brøns;3087;972;1901;female;1974;Søn;negsg;;y;dæ2;6.4;negpal;mid;front;nbk;negrd;d;str;8.726126;55.193408;73
1849;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gar1;14.8;negpal;low;central;nbk;negrd;g;negstr;8.726126;55.193408;73
1850;Brøns;3087;972;1901;female;1974;Søn;negsg;voi;;bx1;10.6;negpal;mid;central;nbk;negrd;b;negstr;8.726126;55.193408;73
1851;Brøns;3087;972;1901;female;1974;Søn;negsg;;y;da2;8.6;negpal;low;front;nbk;negrd;d;str;8.726126;55.193408;73
1852;Brøns;3087;972;1901;female;1974;Søn;negsg;;y;da1;15.6;negpal;low;front;nbk;negrd;d;negstr;8.726126;55.193408;73
1853;Brøns;3087;972;1901;female;1974;Søn;negsg;;;bx1;1.5;negpal;mid;central;nbk;negrd;b;negstr;8.726126;55.193408;73
1854;Brøns;3087;972;1901;female;1974;Søn;negsg;;y;da1;13.4;negpal;low;front;nbk;negrd;d;negstr;8.726126;55.193408;73
1855;Brøns;3087;972;1901;female;1974;Søn;negsg;;y;di1;53.4;negpal;high;front;nbk;negrd;d;negstr;8.726126;55.193408;73
1856;Brøns;3087;972;1901;female;1974;Søn;negsg;;;bar2;9.5;negpal;low;central;nbk;negrd;b;str;8.726126;55.193408;73
1857;Brøns;3087;972;1901;female;1974;Søn;negsg;;;gi2;34.7;negpal;high;front;nbk;negrd;g;str;8.726126;55.193408;73
1858;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;34.3;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1859;Brøns;3087;972;1901;female;1974;Søn;possg;;;ki2;87.1;negpal;high;front;nbk;negrd;k;str;8.726126;55.193408;73
1860;Brøns;3087;972;1901;female;1974;Søn;possg;;;ku1;72.4;negpal;high;back;bk;rd;k;negstr;8.726126;55.193408;73
1861;Brøns;3087;972;1901;female;1974;Søn;possg;;;ti1;81.7;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1862;Brøns;3087;972;1901;female;1974;Søn;possg;;;kæ1;52.5;negpal;mid;front;nbk;negrd;k;negstr;8.726126;55.193408;73
1863;Brøns;3087;972;1901;female;1974;Søn;possg;;;te2;69.7;negpal;high;front;nbk;negrd;t;str;8.726126;55.193408;73
1864;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;68.6;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1865;Brøns;3087;972;1901;female;1974;Søn;possg;;;kji2;78.1;pal;high;front;nbk;negrd;k;str;8.726126;55.193408;73
1866;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;82.2;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1867;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;62.6;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1868;Brøns;3087;972;1901;female;1974;Søn;possg;;;på1;52.5;negpal;mid;back;bk;rd;p;negstr;8.726126;55.193408;73
1869;Brøns;3087;972;1901;female;1974;Søn;possg;;y;te2;54.2;negpal;high;front;nbk;negrd;t;str;8.726126;55.193408;73
1870;Brøns;3087;972;1901;female;1974;Søn;possg;;;ta1;48.4;negpal;low;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1871;Brøns;3087;972;1901;female;1974;Søn;possg;;;te;64.9;negpal;high;front;nbk;negrd;t;str;8.726126;55.193408;73
1872;Brøns;3087;972;1901;female;1974;Søn;possg;;;pe2;49.3;negpal;high;front;nbk;negrd;p;str;8.726126;55.193408;73
1873;Brøns;3087;972;1901;female;1974;Søn;possg;;;ti2;70.9;negpal;high;front;nbk;negrd;t;str;8.726126;55.193408;73
1874;Brøns;3087;972;1901;female;1974;Søn;possg;;;køe1;76.3;negpal;mid;front;nbk;rd;k;negstr;8.726126;55.193408;73
1875;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;49.6;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1876;Brøns;3087;972;1901;female;1974;Søn;possg;;;ti2;81.4;negpal;high;front;nbk;negrd;t;str;8.726126;55.193408;73
1877;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;63.7;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1878;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;71.3;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1879;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;60.9;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1880;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;31;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1881;Brøns;3087;972;1901;female;1974;Søn;possg;;y;te1;53.7;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1882;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;44.4;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1883;Brøns;3087;972;1901;female;1974;Søn;possg;;;ke1;53.6;negpal;high;front;nbk;negrd;k;negstr;8.726126;55.193408;73
1884;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;33.4;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1885;Brøns;3087;972;1901;female;1974;Søn;possg;;;koe1;63.3;negpal;low;central;nbk;negrd;k;negstr;8.726126;55.193408;73
1886;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;35.9;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1887;Brøns;3087;972;1901;female;1974;Søn;possg;;;kar2;46.3;negpal;low;central;nbk;negrd;k;str;8.726126;55.193408;73
1888;Brøns;3087;972;1901;female;1974;Søn;possg;;;kø1;49;negpal;mid;front;nbk;rd;k;negstr;8.726126;55.193408;73
1889;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;78.4;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1890;Brøns;3087;972;1901;female;1974;Søn;possg;;;ku1;37.2;negpal;high;back;bk;rd;k;negstr;8.726126;55.193408;73
1891;Brøns;3087;972;1901;female;1974;Søn;possg;;;ti2;73;negpal;high;front;nbk;negrd;t;str;8.726126;55.193408;73
1892;Brøns;3087;972;1901;female;1974;Søn;possg;;y;te1;74.5;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1893;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;78.3;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1894;Brøns;3087;972;1901;female;1974;Søn;possg;;y;ti1;69.4;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1895;Brøns;3087;972;1901;female;1974;Søn;possg;;;ti2;73.8;negpal;high;front;nbk;negrd;t;str;8.726126;55.193408;73
1896;Brøns;3087;972;1901;female;1974;Søn;possg;;;koe2;55.3;negpal;low;central;nbk;negrd;k;str;8.726126;55.193408;73
1897;Brøns;3087;972;1901;female;1974;Søn;possg;;;par2;50.6;negpal;low;central;nbk;negrd;p;str;8.726126;55.193408;73
1898;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;81.1;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1899;Brøns;3087;972;1901;female;1974;Søn;possg;;;koe2;48.9;negpal;low;central;nbk;negrd;k;str;8.726126;55.193408;73
1900;Brøns;3087;972;1901;female;1974;Søn;possg;;;koe1;46.6;negpal;low;central;nbk;negrd;k;negstr;8.726126;55.193408;73
1901;Brøns;3087;972;1901;female;1974;Søn;possg;;;ko2;90.7;negpal;mid;back;bk;rd;k;str;8.726126;55.193408;73
1902;Brøns;3087;972;1901;female;1974;Søn;possg;;;ku2;80.6;negpal;high;back;bk;rd;k;str;8.726126;55.193408;73
1903;Brøns;3087;972;1901;female;1974;Søn;possg;;;toe2;70.2;negpal;low;central;nbk;negrd;t;str;8.726126;55.193408;73
1904;Brøns;3087;972;1901;female;1974;Søn;possg;;;kø2;73.1;negpal;mid;front;nbk;rd;k;str;8.726126;55.193408;73
1905;Brøns;3087;972;1901;female;1974;Søn;possg;;;ka2;44.2;negpal;low;front;nbk;negrd;k;str;8.726126;55.193408;73
1906;Brøns;3087;972;1901;female;1974;Søn;possg;;;te1;87.8;negpal;high;front;nbk;negrd;t;negstr;8.726126;55.193408;73
1907;Brøns;3087;972;1901;female;1974;Søn;possg;;;ku2;60.7;negpal;high;back;bk;rd;k;str;8.726126;55.193408;73
1908;Bure;2467;124;1882;female;1972;MV;negsg;voi;;di1;15.8;negpal;high;front;nbk;negrd;d;negstr;8.427153;56.366803;90
1909;Bure;2467;124;1882;female;1972;MV;negsg;voi;;di1;2.3;negpal;high;front;nbk;negrd;d;negstr;8.427153;56.366803;90
1910;Bure;2467;124;1882;female;1972;MV;negsg;;;da1;7.5;negpal;low;front;nbk;negrd;d;negstr;8.427153;56.366803;90
1911;Bure;2467;124;1882;female;1972;MV;negsg;;;dæ1;19.4;negpal;mid;front;nbk;negrd;d;negstr;8.427153;56.366803;90
1912;Bure;2467;124;1882;female;1972;MV;negsg;;y;di1;25.3;negpal;high;front;nbk;negrd;d;negstr;8.427153;56.366803;90
1913;Bure;2467;124;1882;female;1972;MV;negsg;;;gør1;4.4;negpal;low;front;nbk;rd;g;negstr;8.427153;56.366803;90
1914;Bure;2467;124;1882;female;1972;MV;negsg;voi;;gjår1;24;pal;low;back;bk;rd;g;negstr;8.427153;56.366803;90
1915;Bure;2467;124;1882;female;1972;MV;negsg;voi;;dæ1;14.4;negpal;mid;front;nbk;negrd;d;negstr;8.427153;56.366803;90
1916;Bure;2467;124;1882;female;1972;MV;negsg;;;goe2;20.2;negpal;low;central;nbk;negrd;g;str;8.427153;56.366803;90
1917;Bure;2467;124;1882;female;1972;MV;negsg;voi;;dæ1;26.1;negpal;mid;front;nbk;negrd;d;negstr;8.427153;56.366803;90
1918;Bure;2467;124;1882;female;1972;MV;negsg;;;goe1;17.5;negpal;low;central;nbk;negrd;g;negstr;8.427153;56.366803;90
1919;Bure;2467;124;1882;female;1972;MV;negsg;voi;;goe1;8.3;negpal;low;central;nbk;negrd;g;negstr;8.427153;56.366803;90
1920;Bure;2467;124;1882;female;1972;MV;negsg;;;da2;6.3;negpal;low;front;nbk;negrd;d;str;8.427153;56.366803;90
1921;Bure;2467;124;1882;female;1972;MV;negsg;voi;;da2;3.8;negpal;low;front;nbk;negrd;d;str;8.427153;56.366803;90
1922;Bure;2467;124;1882;female;1972;MV;negsg;;y;da1;7.2;negpal;low;front;nbk;negrd;d;negstr;8.427153;56.366803;90
1923;Bure;2467;124;1882;female;1972;MV;negsg;;y;dæ2;11;negpal;mid;front;nbk;negrd;d;str;8.427153;56.366803;90
1924;Bure;2467;124;1882;female;1972;MV;negsg;voi;;gør1;8.1;negpal;low;front;nbk;rd;g;negstr;8.427153;56.366803;90
1925;Bure;2467;124;1882;female;1972;MV;negsg;;;dar1;6.5;negpal;low;central;nbk;negrd;d;negstr;8.427153;56.366803;90
1926;Bure;2467;124;1882;female;1972;MV;negsg;voi;;gjo1;11.4;pal;mid;back;bk;rd;g;negstr;8.427153;56.366803;90
1927;Bure;2467;124;1882;female;1972;MV;negsg;;;gjør1;16;pal;low;front;nbk;rd;g;negstr;8.427153;56.366803;90
1928;Bure;2467;124;1882;female;1972;MV;negsg;voi;;gjo2;28.1;pal;mid;back;bk;rd;g;str;8.427153;56.366803;90
1929;Bure;2467;124;1882;female;1972;MV;negsg;voi;;bår2;1.5;negpal;low;back;bk;rd;b;str;8.427153;56.366803;90
1930;Bure;2467;124;1882;female;1972;MV;possg;;;koe1;78.3;negpal;low;central;nbk;negrd;k;negstr;8.427153;56.366803;90
1931;Bure;2467;124;1882;female;1972;MV;possg;;;ku1;55.1;negpal;high;back;bk;rd;k;negstr;8.427153;56.366803;90
1932;Bure;2467;124;1882;female;1972;MV;possg;;;ku1;81.2;negpal;high;back;bk;rd;k;negstr;8.427153;56.366803;90
1933;Bure;2467;124;1882;female;1972;MV;possg;;;pø1;20.3;negpal;mid;front;nbk;rd;p;negstr;8.427153;56.366803;90
1934;Bure;2467;124;1882;female;1972;MV;possg;;;koe1;62.2;negpal;low;central;nbk;negrd;k;negstr;8.427153;56.366803;90
1935;Bure;2467;124;1882;female;1972;MV;possg;;;pø2;50.6;negpal;mid;front;nbk;rd;p;str;8.427153;56.366803;90
1936;Bure;2467;124;1882;female;1972;MV;possg;;;koe1;49.8;negpal;low;central;nbk;negrd;k;negstr;8.427153;56.366803;90
1937;Bure;2467;124;1882;female;1972;MV;possg;;y;te1;53.4;negpal;high;front;nbk;negrd;t;negstr;8.427153;56.366803;90
1938;Bure;2467;124;1882;female;1972;MV;possg;;;ta2;39.6;negpal;low;front;nbk;negrd;t;str;8.427153;56.366803;90
1939;Bure;2467;124;1882;female;1972;MV;possg;;;te1;59.9;negpal;high;front;nbk;negrd;t;negstr;8.427153;56.366803;90
1940;Bure;2467;124;1882;female;1972;MV;possg;;;pa2;56.2;negpal;low;front;nbk;negrd;p;str;8.427153;56.366803;90
1941;Bure;2467;124;1882;female;1972;MV;possg;;;pø1;14.9;negpal;mid;front;nbk;rd;p;negstr;8.427153;56.366803;90
1942;Bure;2467;124;1882;female;1972;MV;possg;;;pe2;60.7;negpal;high;front;nbk;negrd;p;str;8.427153;56.366803;90
1943;Bure;2467;124;1882;female;1972;MV;possg;;;tæ1;64;negpal;mid;front;nbk;negrd;t;negstr;8.427153;56.366803;90
1944;Bure;2467;124;1882;female;1972;MV;possg;;;pø2;48.4;negpal;mid;front;nbk;rd;p;str;8.427153;56.366803;90
1945;Bure;2467;124;1882;female;1972;MV;possg;;;pe1;27.3;negpal;high;front;nbk;negrd;p;negstr;8.427153;56.366803;90
1946;Bure;2467;124;1882;female;1972;MV;possg;;;ku1;51.9;negpal;high;back;bk;rd;k;negstr;8.427153;56.366803;90
1947;Bure;2467;124;1882;female;1972;MV;possg;;;te1;59.3;negpal;high;front;nbk;negrd;t;negstr;8.427153;56.366803;90
1948;Bure;2467;124;1882;female;1972;MV;possg;;;kar2;75.5;negpal;low;central;nbk;negrd;k;str;8.427153;56.366803;90
1949;Bure;2467;124;1882;female;1972;MV;possg;;;kår2;58.8;negpal;low;back;bk;rd;k;str;8.427153;56.366803;90
1950;Bure;2467;124;1882;female;1972;MV;possg;;;kår2;57.3;negpal;low;back;bk;rd;k;str;8.427153;56.366803;90
1951;Bure;2467;124;1882;female;1972;MV;possg;;y;kjæ2;54.6;pal;mid;front;nbk;negrd;k;str;8.427153;56.366803;90
1952;Bure;2467;124;1882;female;1972;MV;possg;;;kjæ1;22.3;pal;mid;front;nbk;negrd;k;negstr;8.427153;56.366803;90
1953;Bure;2467;124;1882;female;1972;MV;possg;;;koe1;32.6;negpal;low;central;nbk;negrd;k;negstr;8.427153;56.366803;90
1954;Bure;2467;124;1882;female;1972;MV;possg;;;te1;43.5;negpal;high;front;nbk;negrd;t;negstr;8.427153;56.366803;90
1955;Bure;2467;124;1882;female;1972;MV;possg;;;ku1;58.1;negpal;high;back;bk;rd;k;negstr;8.427153;56.366803;90
1956;Bure;2467;124;1882;female;1972;MV;possg;;;ku1;38.7;negpal;high;back;bk;rd;k;negstr;8.427153;56.366803;90
1957;Bure;2467;124;1882;female;1972;MV;possg;;;ta1;34;negpal;low;front;nbk;negrd;t;negstr;8.427153;56.366803;90
1958;Bure;2467;124;1882;female;1972;MV;possg;;y;ko2;66.5;negpal;mid;back;bk;rd;k;str;8.427153;56.366803;90
1959;Bure;2467;124;1882;female;1972;MV;possg;;;ku1;60.6;negpal;high;back;bk;rd;k;negstr;8.427153;56.366803;90
1960;Bure;2467;124;1882;female;1972;MV;possg;;;ku1;60.5;negpal;high;back;bk;rd;k;negstr;8.427153;56.366803;90
1961;Bure;2467;124;1882;female;1972;MV;possg;;;kår1;69.8;negpal;low;back;bk;rd;k;negstr;8.427153;56.366803;90
